"Specie,Altezza (m),""Diametro a 1,3 m (cm)"""
Pinus nigra,22.615180932181215,30.865446447501384
Pinus nigra,21.20552877055767,34.4995636262967
Pinus nigra,20.659479508821963,31.63004885523339
Pinus nigra,23.41750530316108,25.24805949519072
Pinus nigra,24.70536672233922,33.69382505230437
Pinus nigra,21.58934924404261,26.438941538859087
Pinus nigra,20.683592562483643,32.464631975738705
Pinus nigra,24.970867491625132,26.82046114630332
Pinus nigra,22.783529432979527,33.184719594455856
Pinus nigra,24.14222991041361,27.14589754120272
Pinus nigra,23.809341376684287,33.69178378875894
Pinus nigra,20.52513857425577,33.29416907536097
Pinus nigra,22.514295123459007,29.02892527862476
Pinus nigra,23.909258903097296,32.52692517672321
Pinus nigra,22.307900320851463,25.116399234662325
Pinus nigra,20.44203706742869,34.83175838640855
Pinus nigra,23.665551621570856,29.572514524560077
Pinus nigra,21.051486985737384,30.578859405059085
Pinus nigra,24.39687189047505,33.991939479841875
Pinus nigra,22.930992604840963,26.53448722854197
Pinus nigra,21.66588248834067,32.737849979393104
Pinus nigra,23.454996187773943,28.66548306315708
Pinus nigra,21.49022768488309,29.93487984137337
Pinus nigra,24.549572919622086,26.730955957725968
Pinus nigra,24.40842838011905,31.88748394548081
Pinus nigra,22.34363083719667,34.669535029571485
Pinus nigra,21.673066611398223,26.945761961428083
Pinus nigra,20.79367064842828,34.823876459788096
Pinus nigra,23.06055218811949,30.90641258076575
Pinus nigra,21.772003335845213,26.484331345014745
Pinus nigra,21.85757483699029,34.13234426429904
Pinus nigra,20.0962290100041,25.95821492075542
Pinus nigra,23.25029738365833,34.30604677056508
Pinus nigra,22.86162052584279,27.6997941402931
Pinus nigra,24.506776687836886,29.045307140932728
Pinus nigra,21.916818617022624,33.430633738032746
Pinus nigra,21.871947506149564,26.51190502140561
Pinus nigra,24.78963805191828,28.25069257402348
Pinus nigra,20.283843055361253,32.35236504480332
Pinus nigra,22.706259432935347,30.178080953341045
Pinus austriaca,22.636804204642765,26.552680363665356
Pinus austriaca,20.728395114111624,30.335357507048688
Pinus austriaca,22.80867122992059,34.34567434491363
Pinus austriaca,23.28484622003227,29.90007123755736
Pinus austriaca,23.99861936403687,31.169382416302525
Pinus austriaca,21.839661259789484,32.984649915854355
Pinus austriaca,21.87176265454252,31.22536268996531
Pinus austriaca,21.4876872121307,28.639072338251815
Pinus austriaca,21.365142830992625,32.74262651548981
Pinus austriaca,23.72468972134818,28.630614939219743
Pinus austriaca,20.14805941872467,30.436336767151317
Pinus austriaca,23.54422197386748,33.06488111625761
Pinus austriaca,22.550888976234432,31.09596866460328
Pinus austriaca,21.1161502410462,33.952342450048505
Pinus austriaca,23.066109424644004,28.402501077169077
Pinus austriaca,22.9577377488436,33.15700896053001
Pinus austriaca,23.805165047891045,25.25866143081896
Pinus austriaca,22.153953024485425,33.048309706192114
Pinus austriaca,20.998041838093044,32.44063262342549
Pinus austriaca,24.755696393113947,31.129531646585527
Pinus austriaca,21.153348676147303,32.18178120568773
Pinus austriaca,22.77788857517338,30.97095350491776
Pinus austriaca,21.330349159720598,25.210451040107785
Pinus austriaca,21.95213869530821,31.40638953253611
Pinus austriaca,20.4850965570795,34.438734304207514
Pinus austriaca,23.275192244839754,25.296516366262296
Pinus austriaca,23.05106901127526,33.32175340173012
Pinus austriaca,22.32962467645048,28.71206462865783
Pinus austriaca,22.418346812321712,33.16394305157854
Pinus austriaca,20.814973022999304,26.23768143632475
Pinus austriaca,24.09597181018529,28.58145448840867
Pinus austriaca,21.339464522951666,28.103256655575017
Pinus austriaca,22.128121149773207,28.164636123508416
Pinus austriaca,21.001743095075646,34.89816219331921
Pinus austriaca,24.050700169035125,29.503029328092826
Pinus austriaca,23.76426807677033,33.120900038342015
Pinus austriaca,24.882987328434755,31.47334464134694
Pinus austriaca,22.72615958095216,29.682041312246675
Pinus austriaca,20.334026828210977,26.673107577442725
Pinus austriaca,24.02303721934554,31.65754800566835
